,Unnamed: 0,stop_name,next_stop_name,trip_count,frequency,total_passengers,totalTripTime,distance,OriginLat,OriginLon,DestLat,DestLon,stop_city,next_stop_city,stop_city_distance,next_stop_city_distance,capacity
0,0,Aachen Hbf,Aachen Süd(Gr),12,2600.0,2472,102.0,3.0883503971866166,50.7678,6.091499,50.731915,6.04541,Moenchengladbach,Moenchengladbach,59.05410835537069,64.1321414042632,8112
1,1,Aachen Hbf,Düren,8,884.0,1648,348.0,30.866346398123,50.7678,6.091499,50.809517,6.482451,Moenchengladbach,Moenchengladbach,59.05410835537069,46.834526552827164,5408
2,2,Aachen Hbf,Herzogenrath,2,676.0,412,316.0,15.453692146497769,50.7678,6.091499,50.870914,6.094486,Moenchengladbach,Moenchengladbach,59.05410835537069,49.24102886534925,1352
3,3,Aachen Hbf,Köln Hbf,39,4680.0,8034,107.0,76.61925241299436,50.7678,6.091499,50.94303,6.958729,Moenchengladbach,Cologne,59.05410835537069,15.529488516506833,26364
4,4,Aachen Süd(Gr),Aachen Hbf,39,4680.0,8034,107.0,3.088350397186616,50.731915,6.04541,50.7678,6.091499,Moenchengladbach,Moenchengladbach,64.1321414042632,59.05410835537069,26364
5,5,Aalen Hbf,Ellwangen,11,3068.0,2266,126.0,15.50292858709716,48.84168,10.09613,48.96439,10.129664,Stuttgart,Stuttgart,66.4431541995616,73.3050110060249,7436
6,6,Aalen Hbf,Schwäbisch Gmünd,12,3276.0,2472,175.0,26.020752365756906,48.84168,10.09613,48.80097,9.787504,Stuttgart,Stuttgart,66.4431541995616,43.3874882778067,8112
7,7,Altena(Westf),Letmathe,14,2236.0,2884,99.0,8.71335774521884,51.302013,7.668693,51.362785,7.61801,Dortmund,Dortmund,24.38161437724915,17.306636702530795,9464
8,8,Altena(Westf),Werdohl,11,1872.0,2266,192.0,9.53697506264792,51.301956,7.668576,51.259476,7.757887,Dortmund,Dortmund,24.38656368709184,30.52817570702579,7436
9,9,Altenbeken,Kassel-Wilhelmshöhe,1,104.0,206,301.0,88.24681653799688,51.766296,8.94298,51.312435,9.448181,Paderborn,Kassel,28.231125053594372,12.46701376688958,676
10,10,Altenbeken,Paderborn Hbf,7,780.0,1442,300.0,17.325860779482234,51.766296,8.94298,51.71298,8.740505,Paderborn,Paderborn,28.231125053594372,13.959288776249021,4732
11,11,Altenbeken,Warburg(Westf),8,1716.0,1648,336.0,37.048710509209485,51.766296,8.94298,51.49288,9.164163,Paderborn,Kassel,28.231125053594372,17.50181362876721,5408
12,12,Andernach,Koblenz Hbf,5,468.0,1030,439.0,17.83252446277699,50.434544,7.404839,50.35093,7.588345,Cologne,Cologne,51.44040215393204,65.39529694351178,3380
13,13,Andernach,Remagen,2,468.0,412,448.0,20.54125150722777,50.434544,7.404839,50.577213,7.229779,Cologne,Cologne,51.44040215393204,32.69708120611175,1352
14,14,Angermünde,Eberswalde Hbf,15,1820.0,3090,423.0,25.602792377838647,53.01574,13.995672,52.833805,13.796755,Berlin,Berlin,77.64099437130663,53.808126446441925,10140
15,15,Angermünde,Pasewalk,1,104.0,206,332.0,62.79088322716178,53.015793,13.995908,53.51519,13.988988,Berlin,Laage,77.65293464335602,121.51728244746762,676
16,16,Angermünde,Prenzlau,16,2028.0,3296,567.0,39.53173811507827,53.015793,13.995908,53.32162,13.86654,Berlin,Berlin,77.65293464335602,107.31892233477284,10816
17,17,Anklam,Pasewalk,13,1560.0,2678,423.0,42.86674655607924,53.85625,13.701518,53.515354,13.988875,Laage,Laage,93.83276847327296,121.50340998381992,8788
18,18,Anklam,Züssow,17,2132.0,3502,567.0,16.586847141684455,53.8563,13.701554,53.972515,13.550179,Laage,Laage,93.83466463497749,83.73099414331219,11492
19,19,Ansbach,Crailsheim,12,3276.0,2472,175.0,46.97769554798477,49.29889,10.577582,49.138126,10.064572,Nuernberg,Stuttgart,42.58510087984556,79.36630953637858,8112
20,20,Ansbach Bahnhof,Nürnberg Hbf,11,3068.0,2266,126.0,43.67732192969221,49.299145,10.578166,49.44801,11.082327,Nuernberg,Nuernberg,42.5340613379163,5.646066492798107,7436
21,21,Ansbach Bahnhof,Steinach(bei Rothenburg ob der Tauber),1,364.0,206,449.0,32.33492987285697,49.299046,10.578031,49.453003,10.274113,Nuernberg,Nuernberg,42.548196936646946,58.48447057135335,676
22,22,Ansbach Bahnhof,Treuchtlingen,8,1040.0,1648,420.0,51.48035109260355,49.299004,10.578067,48.96105,10.907919,Nuernberg,Augsburg,42.54841915098586,59.60552135856852,5408
23,23,Ansbach Bahnhof,Würzburg Hbf,7,520.0,1442,485.0,89.3801647687285,49.299046,10.578031,49.80226,9.936041,Nuernberg,Nuernberg,42.548196936646946,89.11206396297732,4732
24,24,Aschaffenburg Hbf,Frankfurt(Main)Hbf,109,13833.0,22454,229.0,45.91930597514256,49.980797,9.14343,50.1062,8.663011,Egelsbach,Frankfurt,35.77230336803378,10.46436894574695,73684
25,25,Aschaffenburg Hbf,Frankfurt(Main)Süd,2,0.0,412,306.0,41.506192614582645,49.980797,9.14343,50.099205,8.685283,Egelsbach,Frankfurt,35.77230336803378,11.00709961554811,1352
26,26,Aschaffenburg Hbf,Fulda,1,208.0,206,559.0,100.79531371331112,49.980556,9.143697,50.555016,9.683904,Egelsbach,Kassel,35.78978414585571,98.19397942348768,676
27,27,Aschaffenburg Hbf,Hanau Hbf,21,1769.0,4326,244.0,23.117841122763107,49.980797,9.14343,50.121346,8.928415,Egelsbach,Egelsbach,35.77230336803378,27.052742364364295,14196
28,28,Aschaffenburg Hbf,Würzburg Hbf,134,17577.0,27604,255.0,78.1747444871136,49.98065,9.14343,49.802,9.935924,Egelsbach,Nuernberg,35.771303992242345,89.10913531834964,90584
29,29,Augsburg Hbf,Ansbach Bahnhof,2,312.0,412,365.0,127.56535009781228,48.365673,10.885892,49.299046,10.578031,Augsburg,Nuernberg,7.444492216015933,42.548196936646946,1352
30,30,Augsburg Hbf,Donauwörth,25,3848.0,5150,284.0,41.55209544583551,48.365673,10.885892,48.71413,10.771654,Augsburg,Augsburg,7.444492216015933,34.22268857266561,16900
31,31,Augsburg Hbf,Günzburg,49,7126.0,10094,199.0,61.01632193101428,48.365673,10.885892,48.460575,10.279224,Augsburg,Augsburg,7.444492216015933,48.42972398438987,33124
32,32,Augsburg Hbf,München Hbf,31,3796.0,6386,420.0,61.72233237076584,48.3656,10.885713,48.13994,11.557491,Augsburg,Munich,7.457760588517425,29.219425114517012,20956
33,33,Augsburg Hbf,München Ost,3,104.0,618,409.0,66.68662722419582,48.3656,10.885713,48.127304,11.605533,Augsburg,Munich,7.457760588517425,28.534019293335078,2028
34,34,Augsburg Hbf,Nürnberg Hbf,3,156.0,618,462.0,137.95002615020806,48.3656,10.885713,49.44541,11.082291,Augsburg,Nuernberg,7.457760588517425,5.934685460023867,2028
35,35,Augsburg Hbf,Pasing,173,22620.0,35638,309.0,54.24459311874946,48.3656,10.885713,48.149197,11.459296,Augsburg,Munich,7.457760588517425,33.26555913024474,116948
36,36,Augsburg Hbf,Ulm Hbf,141,16221.0,29046,488.0,85.17346877241476,48.365673,10.885892,48.399345,9.982933,Augsburg,Memmingen,7.444492216015933,49.47491011525626,95316
37,37,Augsburg Hbf,Würzburg Hbf,1,52.0,206,412.0,216.1839308313235,48.365532,10.885533,49.802,9.935924,Augsburg,Nuernberg,7.470577091116582,89.10913531834964,676
38,38,Augustfehn,Leer(Ostfriesl),58,8735.0,11948,304.0,23.11485665504408,53.220943,7.759614,53.231438,7.46537,Bremen,Bremen,71.39754582457122,90.75937099846033,39208
39,39,Augustfehn,Westerstede-Ocholt,49,8892.0,10094,333.0,8.323085860722019,53.220844,7.75963,53.202248,7.886519,Bremen,Bremen,71.393613230978,62.67123314556054,33124
40,40,Bad Bentheim,Bad Bentheim(Gr),22,6760.0,4532,224.0,8.275775953749875,52.309853,7.157776,52.3091,7.04016,Munster,Munster,40.95753528884899,48.1442759639477,14872
41,41,Bad Bentheim,Rheine,48,8479.0,9888,213.0,21.551672066073245,52.30978,7.157785,52.275837,7.434987,Munster,Munster,40.95315358813181,23.210036192654442,32448
42,42,Bad Bentheim(Gr),Bad Bentheim,48,8479.0,9888,213.0,8.275775953749871,52.3091,7.04016,52.30978,7.157785,Munster,Munster,48.1442759639477,40.95315358813181,32448
43,43,Bad Bevensen,Lüneburg,9,884.0,1854,260.0,22.30626642352568,53.078274,10.574201,53.249535,10.419739,Hamburg,Hamburg,72.78830082858605,51.17622879674875,6084
44,44,Bad Bevensen,Uelzen,5,780.0,1030,159.0,12.788862321087624,53.07822,10.574081,52.969658,10.553415,Hamburg,Braunschweig,72.78910496341105,72.38301964413512,3380
45,45,Bad Endorf,Prien Prien Bahnhof,6,1040.0,1236,305.0,10.032223641790694,47.90459,12.302679,47.85454,12.346697,Munich,Munich,63.03611267390612,69.46119632869647,4056
46,46,"Bad Endorf, Bahnhof",Rosenheim,2,728.0,412,449.0,17.25950175173233,47.904682,12.302545,47.850994,12.118372,Munich,Munich,63.02190157253335,61.140268069521134,1352
47,47,Bad Hersfeld,Eisenach Hbf,31,4888.0,6386,288.0,55.17765812449147,50.869633,9.716182,50.975952,10.331229,Kassel,Erfurt,65.18549200855233,44.027784173465875,20956
48,48,Bad Hersfeld,Fulda,30,4839.0,6180,297.0,42.44413853398312,50.869633,9.716182,50.555016,9.683904,Kassel,Kassel,65.18549200855233,98.19397942348768,20280
49,49,Bad Kleinen,Bützow,20,1976.0,4120,235.0,40.79687836147904,53.766644,11.466456,53.83715,11.998132,Luebeck,Laage,49.44114001579506,20.515900832229633,13520
50,50,Bad Kleinen,Schwerin Hbf,10,1975.0,2060,368.0,16.278969153006987,53.766945,11.466213,53.635628,11.407445,Luebeck,Luebeck,49.422096731847525,49.20635145585542,6760
51,51,Bad Nauheim,Frankfurt(Main)Hbf,1,0.0,206,91.0,38.86895322592013,50.367695,8.749241,50.10662,8.662561,Frankfurt,Frankfurt,39.319248010147916,10.480298780027107,676
52,52,Bad Nauheim,Frankfurt(Main)West,10,1768.0,2060,192.0,35.526282408536254,50.367695,8.749241,50.11939,8.638952,Frankfurt,Frankfurt,39.319248010147916,10.751580518049558,6760
53,53,Bad Nauheim,Wetzlar,12,2080.0,2472,226.0,36.80720534525148,50.367695,8.749241,50.56566,8.504213,Frankfurt,Frankfurt,39.319248010147916,59.40166639689912,8112
54,54,Bad Oeynhausen,Bielefeld Hbf,87,10035.0,17922,407.0,30.41702821223481,52.205322,8.795944,52.02962,8.532917,Paderborn,Paderborn,66.93376741959337,46.58851285839952,58812
55,55,Bad Oeynhausen,Herford,4,52.0,824,107.0,16.749317036235663,52.205322,8.795944,52.119453,8.663415,Paderborn,Paderborn,66.93376741959337,56.321351677404344,2704
56,56,Bad Oeynhausen,Minden(Westf),68,8372.0,14008,388.0,14.420084936882114,52.205257,8.795962,52.290154,8.934859,Paderborn,Hannover,66.92688964050946,54.517208876329505,45968
57,57,Bad Schandau,Dresden Hbf,16,2496.0,3296,128.0,40.43877109517942,50.919315,14.137713,51.040684,13.731863,Dresden,Dresden,35.210455586132156,10.542879892850921,10816
58,58,Bad Zwischenahn,Oldenburg(Oldb)Hbf,49,8892.0,10094,333.0,15.434266195519744,53.182713,8.002593,53.14432,8.222713,Bremen,Bremen,54.614192892615435,39.28492545129348,33124
59,59,Bad Zwischenahn,Westerstede-Ocholt,58,8735.0,11948,304.0,7.760410870885606,53.182713,8.002593,53.202248,7.886519,Bremen,Bremen,54.614192892615435,62.67123314556054,39208
60,60,Baden-Baden,Freiburg(Breisgau) Hbf,20,2964.0,4120,351.0,102.58766463500552,48.790478,8.190417,47.997765,7.841295,Karlsruhe/Baden-Baden,Karlsruhe/Baden-Baden,8.17082674260151,88.70319720320732,13520
61,61,Baden-Baden,Karlsruhe Hbf,116,14924.0,23896,365.0,28.98046130497089,48.79032,8.190731,48.993675,8.401116,Karlsruhe/Baden-Baden,Karlsruhe/Baden-Baden,8.191027585134789,33.47676397706569,78416
62,62,Baden-Baden,Offenburg,112,13778.0,23072,488.0,39.91969555163772,48.790478,8.190417,48.476475,7.946723,Karlsruhe/Baden-Baden,Karlsruhe/Baden-Baden,8.17082674260151,35.099757324828836,75712
63,63,"Bahnhof, Engen",Singen(Hohentwiel),20,3690.0,4120,98.0,14.310965577573628,47.85621,8.772516,47.75892,8.841381,Friedrichshafen,Friedrichshafen,59.08923305995754,51.21670859157267,13520
64,64,"Bahnhof, Friedberg (Hessen)",Frankfurt(Main)Hbf,15,1404.0,3090,468.0,33.59683719547543,50.33204,8.760561,50.10652,8.662645,Frankfurt,Frankfurt,35.89052500293792,10.47543742279689,10140
65,65,"Bahnhof, Friedberg (Hessen)",Frankfurt(Main)West,5,572.0,1030,181.0,30.25376384949328,50.33204,8.760561,50.11939,8.638952,Frankfurt,Frankfurt,35.89052500293792,10.751580518049558,3380
66,66,"Bahnhof, Friedberg (Hessen)",Gießen,20,2184.0,4120,262.0,32.91707710273548,50.33204,8.760561,50.579884,8.663799,Frankfurt,Frankfurt,35.89052500293792,61.15737088796258,13520
67,67,Bamberg,Coburg,4,780.0,824,326.0,44.97602680676421,49.900574,10.900122,50.263447,10.957201,Nuernberg,Erfurt,46.50449308613626,79.68799433269767,2704
68,68,Bamberg,Erlangen,36,5976.0,7416,366.0,38.69971322416879,49.900597,10.899735,49.596157,11.001488,Nuernberg,Nuernberg,46.51466452626568,12.17344893681363,24336
69,69,Bamberg,Hauptbahnhof,38,5668.0,7828,286.0,128.3188863494855,49.900574,10.900122,50.97211,11.037261,Nuernberg,Erfurt,46.50449308613626,5.6252208209058105,25688
70,70,Bamberg,Lichtenfels Bahnhof,14,2495.0,2884,426.0,32.02448385238354,49.900574,10.900122,50.146103,11.06039,Nuernberg,Nuernberg,46.50449308613626,72.01914233963902,9464
71,71,Bamberg,Nürnberg Hbf,25,2912.0,5150,463.0,62.31758868375399,49.900597,10.899735,49.445545,11.082228,Nuernberg,Nuernberg,46.51466452626568,5.919456104692248,16900
72,72,Bebra,Eisenach Hbf,2,416.0,412,301.0,45.0279614122691,50.969566,9.797788,50.975952,10.331229,Kassel,Erfurt,57.56429546976768,44.027784173465875,1352
73,73,Bebra,Kassel-Wilhelmshöhe,5,364.0,1030,158.0,54.13146110836984,50.969566,9.797788,51.312435,9.448181,Kassel,Kassel,57.56429546976768,12.46701376688958,3380
74,74,Bensheim,Darmstadt Hbf,22,3744.0,4532,355.0,22.6952234767326,49.68174,8.616901,49.87304,8.629164,Mannheim,Egelsbach,24.370144557466034,9.746035119922867,14872
75,75,Bensheim,Heidelberg Hbf,1,52.0,206,508.0,37.86022032697166,49.681423,8.616721,49.40357,8.675442,Mannheim,Mannheim,24.332603964795986,14.0193556618086,676
76,76,Bensheim,Mannheim Hbf,6,308.0,1236,493.0,37.85870426878033,49.681423,8.616721,49.47923,8.470026,Mannheim,Mannheim,24.332603964795986,3.271819819938229,4056
77,77,Bensheim,Weinheim(Bergstr)Hbf,37,4680.0,7622,100.0,14.838959958629273,49.681423,8.616721,49.55361,8.665401,Mannheim,Mannheim,24.332603964795986,14.14951972310662,25012
78,78,Bergen auf Rügen,Ostseebad Binz,21,2809.0,4326,283.0,22.99857372708285,54.42034,13.417668,54.405552,13.599532,Laage,Laage,93.06254702402205,101.9340179841123,14196
79,79,Bergen auf Rügen,Stralsund Hbf,22,2808.0,4532,468.0,29.351335148654588,54.420414,13.417534,54.308075,13.078294,Laage,Laage,93.06044449669642,67.97237850834692,14872
80,80,Berlin Gesundbrunnen,Berlin Hbf,86,12014.0,17716,238.0,12.01793482570385,52.54869,13.390501,52.524998,13.369061,Berlin,Berlin,20.804741585803725,19.21300376935236,58136
81,81,Berlin Gesundbrunnen,Berlin Ostkreuz,4,0.0,824,252.0,12.118371700972348,52.548573,13.390519,52.503128,13.469622,Berlin,Berlin,20.79247284924179,14.165020998467638,2704
82,82,Berlin Gesundbrunnen,Berlin-Lichtenberg,12,3536.0,2472,65.0,10.240294800180592,52.548573,13.390519,52.510277,13.497433,Berlin,Berlin,20.79247284924179,14.596419520789448,8112
83,83,Berlin Gesundbrunnen,Berlin-Spandau,7,1560.0,1442,219.0,21.45053235142262,52.548573,13.390519,52.5346,13.197163,Berlin,Berlin,20.79247284924179,28.018284060572785,4732
84,84,Berlin Gesundbrunnen,Bernau(b Berlin),13,1612.0,2678,197.0,20.49774167342605,52.548386,13.390704,52.67533,13.592016,Berlin,Berlin,20.768283926896277,33.20034890877735,8788
85,85,Berlin Gesundbrunnen,Eberswalde Hbf,4,520.0,824,567.0,43.04893612107019,52.548573,13.390519,52.83376,13.796866,Berlin,Berlin,20.79247284924179,53.80602713843686,2704
86,86,Berlin Gesundbrunnen,Schwerin Hbf,3,0.0,618,265.0,216.23446773788856,52.54869,13.390501,53.63563,11.407544,Berlin,Luebeck,20.804741585803725,49.21229930833745,2028
87,87,Berlin Hbf,Berlin Gesundbrunnen,70,10654.0,14420,426.0,12.017934825703849,52.52519,13.369752,52.548386,13.390704,Berlin,Berlin,19.20549662832253,20.768283926896277,47320
88,88,Berlin Hbf,Berlin Ostbahnhof,258,42223.0,53148,286.0,16.8955470738039,52.524788,13.369667,52.510254,13.435024,Berlin,Berlin,19.17103807284873,15.666963115820067,174408
89,89,Berlin Hbf,Berlin Südkreuz,296,39767.0,60976,238.0,8.635850139898729,52.524998,13.369061,52.475925,13.365291,Berlin,Berlin,19.21300376935236,15.109124089373218,200096
90,90,Berlin Hbf,Berlin Zoologischer Garten,76,8527.0,15656,488.0,15.212205745665775,52.52511,13.369472,52.50768,13.332686,Berlin,Berlin,19.208316586131517,19.194752095996083,51376
91,91,Berlin Hbf,Berlin-Charlottenburg,2,260.0,412,197.0,12.920031790925442,52.524967,13.369527,52.504173,13.301819,Berlin,Berlin,19.19292470896404,20.398613491246508,1352
92,92,Berlin Hbf,Berlin-Spandau,384,60526.0,79104,336.0,12.865009409666456,52.525143,13.369612,52.534668,13.197191,Berlin,Berlin,19.20624919968874,28.021415236228307,259584
93,93,Berlin Hbf,Berlin-Wannsee,4,728.0,824,329.0,22.577680678465697,52.524967,13.369527,52.421402,13.180358,Berlin,Berlin,19.19292470896404,23.738546530134585,2704
94,94,Berlin Hbf,Hamburg Hbf,1,0.0,206,224.0,285.80933712847184,52.52519,13.369752,53.55252,10.007353,Berlin,Hamburg,19.20549662832253,8.760021822370117,676
95,95,Berlin Hbf,Schwerin Hbf,5,1248.0,1030,262.0,207.6489447961324,52.52519,13.369752,53.63563,11.407544,Berlin,Luebeck,19.20549662832253,49.21229930833745,3380
96,96,Berlin Ostbahnhof,Berlin Hbf,327,50437.0,67362,488.0,16.8955470738039,52.510414,13.435172,52.52511,13.369472,Berlin,Berlin,15.679618159312804,19.208316586131517,221052
97,97,Berlin Ostbahnhof,Berlin Ostkreuz,5,1300.0,1030,378.0,3.6122181565580425,52.510178,13.434942,52.502907,13.468553,Berlin,Berlin,15.66126015267244,14.159896147043781,3380
98,98,Berlin Ostbahnhof,Dresden-Neustadt,7,0.0,1442,328.0,184.98514825420511,52.510242,13.434586,51.066097,13.740235,Berlin,Dresden,15.677059672985294,7.657456843232695,4732
99,99,Berlin Ostbahnhof,Frankfurt(Oder),9,3224.0,1854,54.0,80.78327589908324,52.510242,13.434586,52.336563,14.545988,Berlin,Berlin,15.677059672985294,69.89532041141662,6084
100,100,Berlin Ostkreuz,Berlin Gesundbrunnen,4,0.0,824,265.0,12.118371700972345,52.503067,13.469961,52.54869,13.390501,Berlin,Berlin,14.152619387627125,20.804741585803725,2704
101,101,Berlin Ostkreuz,Berlin Hbf,2,260.0,412,197.0,13.28332891724586,52.50304,13.468615,52.524967,13.369527,Berlin,Berlin,14.173099212651165,19.19292470896404,1352
102,102,Berlin Ostkreuz,Berlin Ostbahnhof,6,1404.0,1236,59.0,3.612218156558042,52.50304,13.468615,52.510414,13.435172,Berlin,Berlin,14.173099212651165,15.679618159312804,4056
103,103,Berlin Ostkreuz,Berlin-Lichtenberg,3,0.0,618,166.0,3.35122381000706,52.503067,13.469961,52.510002,13.49649,Berlin,Berlin,14.152619387627125,14.573670690434527,2028
104,104,Berlin Ostkreuz,Flughafen BER,7,0.0,1442,101.0,26.084396820545813,52.503128,13.469622,52.364323,13.509145,Berlin,Berlin,14.165020998467638,1.9674366714456921,4732
105,105,Berlin Ostkreuz,Frankfurt(Oder),1,312.0,206,55.0,81.30681974823115,52.502907,13.468553,52.336563,14.545988,Berlin,Berlin,14.159896147043781,69.89532041141662,676
106,106,Berlin Ostkreuz,S Königs Wusterhausen Bhf,4,988.0,824,378.0,27.31260608245007,52.502907,13.468553,52.296642,13.631479,Berlin,Berlin,14.159896147043781,11.883257441580565,2704
107,107,Berlin Südkreuz,Berlin Hbf,224,34055.0,46144,336.0,8.417619772718078,52.475407,13.365754,52.525143,13.369612,Berlin,Berlin,15.046168888349468,19.20624919968874,151424
108,108,Berlin Südkreuz,Bitterfeld,33,3585.0,6798,463.0,129.94587345692145,52.475925,13.365291,51.62286,12.31685,Berlin,Leipzig,15.109124089373218,22.830672912466124,22308
109,109,Berlin Südkreuz,Chemnitz Hbf,1,104.0,206,165.0,208.33967566493385,52.475887,13.365455,50.839695,12.930877,Berlin,Dresden,15.098245556571078,67.17016394522275,676
110,110,Berlin Südkreuz,Doberlug-Kirchhain,1,0.0,206,108.0,113.59751505318714,52.475433,13.365603,51.62053,13.564161,Berlin,Dresden,15.055487410676475,56.073824657469466,676
111,111,Berlin Südkreuz,Dresden-Neustadt,15,3483.0,3090,258.0,186.39743244676225,52.475925,13.365291,51.066097,13.740235,Berlin,Dresden,15.109124089373218,7.657456843232695,10140
112,112,Berlin Südkreuz,Flughafen BER,11,3224.0,2266,108.0,28.952257307207173,52.475925,13.365291,52.36424,13.509191,Berlin,Berlin,15.109124089373218,1.9741907659719502,7436
113,113,Berlin Südkreuz,Halle(Saale)Hbf,81,10448.0,16686,238.0,159.59570002344324,52.475925,13.365291,51.47751,11.987085,Berlin,Leipzig,15.109124089373218,18.328514070702045,54756
114,114,Berlin Südkreuz,Leipzig Hbf,1,208.0,206,288.0,164.23355543556443,52.475685,13.365454,51.34547,12.382064,Berlin,Leipzig,15.082434607346643,13.37769855424209,676
115,115,Berlin Südkreuz,Lutherstadt Wittenberg Hbf,102,11539.0,21012,290.0,92.70385697126764,52.475685,13.365454,51.86781,12.662285,Berlin,Leipzig,15.082434607346643,57.519585048651564,68952
116,116,Berlin Südkreuz,Nürnberg Hbf,11,1404.0,2266,225.0,442.1825537400922,52.475685,13.365454,49.44541,11.082291,Berlin,Nuernberg,15.082434607346643,5.934685460023867,7436
117,117,Berlin Südkreuz,Schönefeld(bei Berlin),1,0.0,206,231.0,20.83106587536704,52.475433,13.365603,52.39115,13.512816,Berlin,Berlin,15.055487410676475,1.404931396927286,676
118,118,Berlin Zoologischer Garten,Berlin Hbf,100,9104.0,20600,286.0,15.21220574566578,52.50762,13.332927,52.524788,13.369667,Berlin,Berlin,19.178798735902355,19.17103807284873,67600
119,119,Berlin Zoologischer Garten,Berlin-Charlottenburg,2,520.0,412,59.0,2.292173954740335,52.50768,13.332686,52.504173,13.301819,Berlin,Berlin,19.194752095996083,20.398613491246508,1352
120,120,Berlin Zoologischer Garten,Berlin-Spandau,48,5408.0,9888,488.0,11.780238985741413,52.50768,13.332686,52.5346,13.197163,Berlin,Berlin,19.194752095996083,28.018284060572785,32448
121,121,Berlin Zoologischer Garten,Berlin-Wannsee,23,2287.0,4738,534.0,14.997575030622412,52.507717,13.332555,52.421402,13.180358,Berlin,Berlin,19.203785851199957,23.738546530134585,15548
122,122,Berlin Zoologischer Garten,Braunschweig Hbf,1,104.0,206,429.0,212.25739445504064,52.507717,13.332555,52.25227,10.54085,Berlin,Braunschweig,19.203785851199957,7.519732211849685,676
123,123,Berlin Zoologischer Garten,Stendal Hbf,2,208.0,412,293.0,103.71421120548624,52.50768,13.332686,52.594723,11.854412,Berlin,Braunschweig,19.194752095996083,93.4269027317266,1352
124,124,Berlin-Lichtenberg,Berlin Gesundbrunnen,16,3848.0,3296,75.0,10.174606590949482,52.510002,13.49649,52.548573,13.390519,Berlin,Berlin,14.573670690434527,20.79247284924179,10816
125,125,Berlin-Lichtenberg,Berlin Ostkreuz,3,0.0,618,101.0,3.35122381000706,52.510124,13.496304,52.503128,13.469622,Berlin,Berlin,14.588684677015424,14.165020998467638,2028
126,126,Berlin-Lichtenberg,Frankfurt(Oder),12,3536.0,2472,65.0,79.49243290232371,52.510277,13.497433,52.336563,14.545988,Berlin,Berlin,14.596419520789448,69.89532041141662,8112
127,127,Berlin-Spandau,Berlin Gesundbrunnen,11,1716.0,2266,213.0,21.450532351422616,52.534542,13.197124,52.548573,13.390519,Berlin,Berlin,28.01642605986845,20.79247284924179,7436
128,128,Berlin-Spandau,Berlin Hbf,325,53388.0,66950,259.0,12.865009409666458,52.534485,13.1971,52.52511,13.369472,Berlin,Berlin,28.01383266385196,19.208316586131517,219700
129,129,Berlin-Spandau,Berlin Zoologischer Garten,65,6813.0,13390,286.0,11.780238985741407,52.534485,13.1971,52.507652,13.332804,Berlin,Berlin,28.01383266385196,19.18705387973307,43940
130,130,Berlin-Spandau,Frankfurt(Main)Hbf,3,728.0,618,247.0,524.1757375041868,52.5346,13.197163,50.1063,8.662814,Berlin,Frankfurt,28.018284060572785,10.464074305834187,2028
131,131,Berlin-Spandau,Frankfurt(Main)Süd,4,624.0,824,318.0,519.7630717368703,52.5346,13.197163,50.099003,8.686179,Berlin,Frankfurt,28.018284060572785,11.040189525637325,2704
132,132,Berlin-Spandau,Hamburg Hbf,49,7748.0,10094,336.0,275.23638001500063,52.534668,13.197191,53.55252,10.007353,Berlin,Hamburg,28.021415236228307,8.760021822370117,33124
133,133,Berlin-Spandau,Hamburg-Bergedorf,2,0.0,412,377.0,259.39006018370776,52.534668,13.197191,53.48963,10.205985,Berlin,Hamburg,28.021415236228307,21.299796094816962,1352
134,134,Berlin-Spandau,Hannover Hbf,24,4368.0,4944,224.0,244.38752147943924,52.5346,13.197163,52.377613,9.741834,Berlin,Hannover,28.018284060572785,10.060681304636773,16224
135,135,Berlin-Spandau,Hannover Messe/Laatzen,1,364.0,206,393.0,245.9574048872024,52.5346,13.197163,52.316975,9.792607,Berlin,Hannover,28.018284060572785,17.629426814060658,676
136,136,Berlin-Spandau,Ludwigslust,6,780.0,1236,132.0,160.34532722095776,52.534668,13.197191,53.334885,11.49398,Berlin,Luebeck,28.021415236228307,73.32680823035828,4056
137,137,Berlin-Spandau,Salzwedel,2,0.0,412,413.0,151.18202121858823,52.534668,13.197191,52.858112,11.162035,Berlin,Braunschweig,28.021415236228307,72.68213832890723,1352
138,138,Berlin-Spandau,Stendal Hbf,78,10712.0,16068,488.0,94.2984926962484,52.5346,13.197163,52.594723,11.854412,Berlin,Braunschweig,28.018284060572785,93.4269027317266,52728
139,139,Berlin-Spandau,Wittenberge,33,4212.0,6798,377.0,117.15553932714576,52.534668,13.197191,53.004498,11.762504,Berlin,Laage,28.021415236228307,107.30551944283582,22308
140,140,Berlin-Spandau,Wolfsburg Hbf,220,33538.0,45320,371.0,169.5671455114713,52.5346,13.197163,52.429665,10.787913,Berlin,Braunschweig,28.018284060572785,20.008300732358187,148720
141,141,Berlin-Spandau,Wunstorf,18,4680.0,3708,231.0,265.62429765192405,52.5346,13.197163,52.42213,9.450977,Berlin,Hannover,28.018284060572785,16.49910995293009,12168
142,142,Berlin-Wannsee,Berlin Gesundbrunnen,2,260.0,412,264.0,24.99692625663201,52.42135,13.180446,52.548573,13.390519,Berlin,Berlin,23.73156178703518,20.79247284924179,1352
