,stop_name,next_stop_name,Unnamed: 0,trip_id,stop_id,stop_sequence,route_short_name,next_stop_id,totalTripTime,osm_distance,OriginLat,OriginLon,DestLat,DestLon
375,Frankfurt(M) Flughafen Fernbf,Siegburg/Bonn,12081,54149,298350,6,ICE 47,52326.0,302.0,210.26228238624296,50.053165,8.570185,50.79396,7.20262
376,Frankfurt(M) Flughafen Fernbf,Solingen Hbf,15713,1301428,298350,4,ICE 41,368958.0,259.0,190.3402025690707,50.053165,8.570185,51.160767,7.004187
377,Frankfurt(M) Flughafen Fernbf,Wiesbaden Hbf,25017,71214,298350,10,ICE 50,180381.0,297.0,30.065686161089943,50.053165,8.570185,50.069477,8.244631
378,Frankfurt(M) Flughafen Regionalbf,Frankfurt(Main)Hbf,1295,703383,564264,11,ICE 39,582590.0,497.0,11.634554931722016,50.05122,8.571251,50.106102,8.663151
379,Frankfurt(M) Flughafen Regionalbf,Mainz Hbf,158,114295,564264,1,ICE 39,149884.0,430.0,27.952441319377577,50.05122,8.571251,50.001118,8.25872
380,Frankfurt(M) Flughafen Regionalbf,Wiesbaden Hbf,25137,87270,564264,7,ICE 50,385143.0,229.0,31.811298210086875,50.05122,8.571251,50.06972,8.243677
381,Frankfurt(Main)Hbf,Aschaffenburg Hbf,16116,18399,69369,7,ICE 41,588574.0,255.0,45.91982113937499,50.106148,8.663123,49.98065,9.14343
382,Frankfurt(Main)Hbf,"Bahnhof, Friedberg (Hessen)",32189,9459,16269,0,IC 26,444166.0,262.0,33.836025404461786,50.10636,8.662772,50.33204,8.760561
383,Frankfurt(Main)Hbf,Berlin-Spandau,36485,23440,129296,0,ICE 16,402735.0,246.0,524.1933408880648,50.10652,8.662645,52.534542,13.197124
384,Frankfurt(Main)Hbf,Darmstadt Hbf,31886,134605,129296,0,IC 62,504087.0,100.0,27.63609358055014,50.10652,8.662645,49.87304,8.629164
385,Frankfurt(Main)Hbf,Düsseldorf Hbf,16227,238968,463665,4,ICE 41,580766.0,409.0,213.7006593910262,50.1062,8.663011,51.219433,6.795027
386,Frankfurt(Main)Hbf,Eisenach Hbf,23532,33983,15887,6,ICE 11,456782.0,315.0,200.9663026109894,50.106262,8.662941,50.975952,10.331229
387,Frankfurt(Main)Hbf,Frankfurt(M) Flughafen Fernbf,40480,2109,88255,0,ICE 79,298350.0,102.0,11.223224975429186,50.10696,8.662195,50.053165,8.570185
388,Frankfurt(Main)Hbf,Frankfurt(M) Flughafen Regionalbf,157,114295,88255,0,ICE 39,564264.0,430.0,11.623791638818547,50.10696,8.662195,50.05122,8.571251
389,Frankfurt(Main)Hbf,Frankfurt(Main)Süd,42272,23096,430031,0,ICE 22,305162.0,231.0,4.8656376301088455,50.10587,8.663474,50.099003,8.686179
390,Frankfurt(Main)Hbf,Frankfurt(Main)West,2415,162550,465515,0,IC 34,38436.0,226.0,3.342670817383883,50.10662,8.662561,50.11939,8.638952
391,Frankfurt(Main)Hbf,Fulda,24809,35298,582590,3,ICE 50,543565.0,241.0,103.35130305015431,50.106102,8.663151,50.555016,9.683904
392,Frankfurt(Main)Hbf,Hanau Hbf,32906,3972,69369,7,ICE 91,586880.0,459.0,22.80287351999292,50.106148,8.663123,50.121346,8.928415
393,Frankfurt(Main)Hbf,Hannover Hbf,1894,121693,463665,3,ICE 4,255162.0,289.0,337.25762269295933,50.1062,8.663011,52.37726,9.74143
394,Frankfurt(Main)Hbf,Hauptbahnhof,18397,29414,15887,1,ICE 15,356159.0,377.0,257.56921987960885,50.106262,8.662941,50.97211,11.037261
395,Frankfurt(Main)Hbf,Heidelberg Hbf,35663,43002,582590,5,ICE 20,374089.0,296.0,87.16143431480859,50.106102,8.663151,49.40357,8.675442
396,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,35906,7405,463665,6,ICE 20,622425.0,365.0,193.0855283940071,50.1062,8.663011,51.312435,9.448181
397,Frankfurt(Main)Hbf,Köln Hbf,15597,1231455,582590,6,ICE 41,125814.0,351.0,196.53964545129068,50.106102,8.663151,50.94303,6.958729
398,Frankfurt(Main)Hbf,Köln Messe/Deutz Gl.11-12,347,130593,88255,0,ICE 39,427014.0,427.0,178.5491880538505,50.10696,8.662195,50.9416,6.973954
399,Frankfurt(Main)Hbf,Mainz-Kastel,29074,1089920,461469,0,IC 55,589102.0,326.0,33.51815629850565,50.1069,8.662237,50.00722,8.282239
400,Frankfurt(Main)Hbf,Mannheim Hbf,3688,2771,15887,10,ICE 12,555655.0,488.0,77.91001008769923,50.106262,8.662941,49.47901,8.469757
401,Frankfurt(Main)Hbf,Stuttgart Hbf,11861,144520,88255,0,ICE 47,304723.0,191.0,178.62887723241468,50.10696,8.662195,48.784748,9.183217
402,Frankfurt(Main)Hbf,Wiesbaden Hbf,13708,181373,463665,9,ICE 25,385143.0,303.0,41.002662873746814,50.1062,8.663011,50.06972,8.243677
403,Frankfurt(Main)Hbf,Würzburg Hbf,16383,341483,582590,7,ICE 41,376538.0,326.0,124.05798486081449,50.106102,8.663151,49.802,9.935924
404,Frankfurt(Main)Süd,Berlin-Spandau,28593,32132,309054,1,ICE 82,341415.0,263.0,519.7630717368701,50.099064,8.686108,52.534485,13.1971
405,Frankfurt(Main)Süd,Darmstadt Hbf,18630,739542,309054,4,ICE 15,504087.0,352.0,26.51007542692956,50.099064,8.686108,49.87304,8.629164
406,Frankfurt(Main)Süd,Frankfurt(M) Flughafen Fernbf,17280,72577,273266,4,ICE 41,298350.0,306.0,10.760196964094154,50.099205,8.685283,50.053165,8.570185
407,Frankfurt(Main)Süd,Frankfurt(M) Flughafen Regionalbf,25136,87270,309054,6,ICE 50,564264.0,229.0,11.17499103462231,50.099064,8.686108,50.05122,8.571251
408,Frankfurt(Main)Süd,Frankfurt(Main)Hbf,38190,38748,305162,11,ICE 24,573389.0,250.0,4.865637630108846,50.099003,8.686179,50.10577,8.663461
409,Frankfurt(Main)Süd,Fulda,5518,80615,305162,1,ICE 13,543565.0,286.0,98.93671958380828,50.099003,8.686179,50.555016,9.683904
410,Frankfurt(Main)Süd,Göttingen,3626,265074,305162,9,ICE 12,170216.0,529.0,233.27050900244157,50.099003,8.686179,51.536682,9.926424
411,Frankfurt(Main)Süd,Hanau Hbf,5069,12227,305162,1,ICE 13,586880.0,259.0,18.389244995200592,50.099003,8.686179,50.121346,8.928415
412,Frankfurt(Main)Süd,Karlsruhe Hbf,28610,427353,305162,3,ICE 82,279825.0,318.0,131.2321665973385,50.099003,8.686179,48.993732,8.401071
413,Frankfurt(Main)Süd,Mannheim Hbf,18467,44673,273266,4,ICE 15,342519.0,323.0,77.369095425759,50.099205,8.685283,49.479355,8.468921
414,Frankfurt(Main)West,Bad Nauheim,2416,162550,38436,1,IC 34,345757.0,226.0,35.52628240853626,50.11939,8.638952,50.367695,8.749241
415,Frankfurt(Main)West,"Bahnhof, Friedberg (Hessen)",37214,273218,38436,1,ICE 26,444166.0,281.0,30.25376384949328,50.11939,8.638952,50.33204,8.760561
416,Frankfurt(Main)West,Frankfurt(Main)Hbf,36903,12659,38436,8,ICE 26,129296.0,181.0,3.3430733459821687,50.11939,8.638952,50.10652,8.662645
417,Frankfurt(Oder),Berlin Gesundbrunnen,36390,97599,46988,2,EC 95,400896.0,60.0,87.0526663462022,52.336605,14.546146,52.548573,13.390519
418,Frankfurt(Oder),Berlin Ostbahnhof,12611,144091,67558,2,EC 96,463960.0,53.0,80.7832758990832,52.336643,14.54624,52.510254,13.435024
419,Frankfurt(Oder),Berlin Ostkreuz,36315,154660,46988,2,EC 95,572319.0,59.0,81.3068197482311,52.336605,14.546146,52.50304,13.468615
420,Frankfurt(Oder),Berlin-Lichtenberg,36341,35741,46988,2,EC 95,558943.0,75.0,79.41110661598765,52.336605,14.546146,52.510002,13.49649
421,Frankfurt(Oder),Frankfurt(Oder)(Gr),12616,23461,265905,2,EC 96,385763.0,65.0,3.578298159030237,52.336563,14.545988,52.321175,14.576403
422,Frankfurt(Oder)(Gr),Frankfurt(Oder),36340,35741,385763,1,EC 95,46988.0,75.0,3.5782981590302363,52.321175,14.576403,52.336605,14.546146
423,Freiberg(Sachs),Chemnitz Hbf,38939,121665,276518,7,IC 17,249264.0,167.0,41.28038082532032,50.908737,13.344644,50.84002,12.930907
424,Freiberg(Sachs),Dresden Hbf,39078,366690,62984,1,IC 17,431342.0,312.0,41.227620105824215,50.908634,13.344572,51.040016,13.731531
425,Freiberg(Sachs),Dresden-Neustadt,39061,342722,62984,1,IC 17,354032.0,308.0,43.47632493498625,50.908634,13.344572,51.06591,13.740541
426,Freiburg(Breisgau) Hbf,Baden-Baden,35902,7405,343792,2,ICE 20,563953.0,365.0,102.58766463500558,47.997704,7.841619,48.79032,8.190731
427,Freiburg(Breisgau) Hbf,Karlsruhe Hbf,41158,394947,343792,2,EC 43,482437.0,336.0,131.55993312002138,47.997704,7.841619,48.993675,8.401116
428,Freiburg(Breisgau) Hbf,Lahr(Schwarzw),17854,296730,343792,4,ICE 60,527527.0,260.0,44.62358023129865,47.997704,7.841619,48.340435,7.834734
429,Freiburg(Breisgau) Hbf,Müllheim im Markgräflerland,17828,225811,555488,11,ICE 60,15403.0,249.0,29.20302464712204,47.99773,7.841511,47.809742,7.599332
430,Freiburg(Breisgau) Hbf,Offenburg,35968,8187,343792,2,ICE 20,265599.0,344.0,62.67299746462807,47.997704,7.841619,48.476475,7.946723
431,Freiburg(Breisgau) Hbf,Ringsheim/Europa-Park,43555,139727,343792,2,ECE 85,65519.0,134.0,31.7220165277749,47.997704,7.841619,48.248688,7.772987
432,Freilassing,Traunstein,40676,30223,509104,1,IC 90,391077.0,225.0,29.13085238906132,47.836205,12.977997,47.868744,12.638541
433,Friedrichshafen Stadt,Lindau-Reutin,24374,696151,538875,14,ICE 32,109926.0,426.0,24.41480086390277,47.653084,9.473498,47.552383,9.703292
434,Friedrichshafen Stadt,Ravensburg,24333,486486,538875,1,ICE 32,291665.0,439.0,19.110994817905013,47.653084,9.473498,47.784374,9.606126
435,Fulda,Bad Hersfeld,24638,140114,543565,3,ICE 50,294008.0,288.0,42.44413853398312,50.555016,9.683904,50.869633,9.716182
436,Fulda,Eisenach Hbf,24810,35298,543565,4,ICE 50,456782.0,241.0,97.62054070790208,50.555016,9.683904,50.975952,10.331229
437,Fulda,Frankfurt(Main)Hbf,25015,71214,543565,8,ICE 50,582590.0,297.0,103.35130305015424,50.555016,9.683904,50.106102,8.663151
438,Fulda,Frankfurt(Main)Süd,38189,38748,543565,10,ICE 24,305162.0,250.0,98.9367195838082,50.555016,9.683904,50.099003,8.686179
439,Fulda,Göttingen,4358,63288,543565,11,ICE 12,170216.0,486.0,134.33761609716822,50.555016,9.683904,51.536682,9.926424
440,Fulda,Hanau Hbf,3686,2771,543565,8,ICE 12,586880.0,488.0,80.97578215912853,50.555016,9.683904,50.121346,8.928415
441,Fulda,Kassel-Wilhelmshöhe,14558,630,543565,4,ICE 25,622425.0,354.0,89.73952212817389,50.555016,9.683904,51.312435,9.448181
442,Fulda,Würzburg Hbf,14713,7165,543565,6,ICE 25,51167.0,358.0,93.11422872820587,50.555016,9.683904,49.80213,9.935987
443,Fürth Hauptbahnhof,Erlangen,38917,11735,634935,5,IC 17,551567.0,426.0,16.087941422920466,49.470367,10.991229,49.596188,11.001685
444,Fürth(Bay)Hbf,Ingolstadt Hbf,14551,628335,604708,6,ICE 25,531671.0,302.0,97.49033816944308,49.469707,10.989988,48.745197,11.436111
445,Fürth(Bay)Hbf,Nürnberg Hbf,38805,101802,243376,13,IC 17,442547.0,479.0,8.20927075607661,49.469738,10.990079,49.445053,11.08248
446,Fürth(Bay)Hbf,Würzburg Hbf,17593,919313,406150,2,ICE 41,51167.0,194.0,94.1755475100512,49.47032,10.990663,49.80213,9.935987
447,Garmisch-Partenkirchen,Mittenwald,38235,525797,553297,16,ICE 24,131493.0,476.0,19.470039259374342,47.49119,11.098515,47.440243,11.265224
448,Garmisch-Partenkirchen,Murnau,42919,291035,86009,0,ICE 29,332069.0,313.0,25.822049291361928,47.49107,11.098209,47.682854,11.193053
449,Geilenkirchen,Aachen Hbf,10957,73135,113417,15,ICE 10,175106.0,346.0,25.94879214494736,50.96104,6.124518,50.7678,6.091499
450,Geilenkirchen,Erkelenz,40218,368508,113417,2,ICE 14,126864.0,316.0,14.756375547972787,50.96104,6.124518,51.076595,6.321634
451,Geilenkirchen,Herzogenrath,40056,1031159,113417,17,ICE 14,49087.0,316.0,11.485899422872969,50.96104,6.124518,50.870914,6.094486
452,Gelsenkirchen Hbf,Dortmund Hbf,12297,840830,109085,11,ICE 47,390698.0,303.0,30.550349942285283,51.5049,7.102455,51.517723,7.458775
453,Gelsenkirchen Hbf,Duisburg Hbf,8677,114188,109085,7,ICE 10,159621.0,275.0,25.75794308857676,51.5049,7.102455,51.42997,6.775902
454,Gelsenkirchen Hbf,Essen Hbf,21567,787835,29567,10,IC 39,237506.0,401.0,10.301254199939637,51.50504,7.103051,51.451736,7.013938
455,Gelsenkirchen Hbf,Hamm(Westf)Hbf,25810,1355887,109085,12,ICE 43,185544.0,339.0,59.23802183738195,51.5049,7.102455,51.678474,7.807276
456,Gelsenkirchen Hbf,Münster(Westf)Hbf,5929,1111507,73800,12,ICE 42,329529.0,371.0,72.66025849534557,51.50487,7.103141,51.95694,7.636075
457,Gelsenkirchen Hbf,Oberhausen Hbf,17395,79975,29567,11,ICE 41,344815.0,269.0,19.315229270285567,51.50504,7.103051,51.474583,6.851163
458,Gelsenkirchen Hbf,Recklinghausen Hbf,7010,236415,73800,12,ICE 42,6562.0,346.0,15.60353911779388,51.50487,7.103141,51.61667,7.203509
459,Gelsenkirchen Hbf,Wanne-Eickel Hbf,11888,177487,264480,7,ICE 47,207777.0,349.0,5.335289826538891,51.504982,7.103087,51.531303,7.166328
460,Gera Hbf,Hermsdorf-Klosterlausnitz,18928,260007,291914,0,IC 51,554454.0,158.0,20.010883771706677,50.883423,12.077092,50.903778,11.858626
461,Gießen,"Bahnhof, Friedberg (Hessen)",36901,12659,149948,6,ICE 26,444166.0,181.0,32.91707710273547,50.579884,8.663799,50.33204,8.760561
462,Gießen,Marburg(Lahn),32191,9459,149948,2,IC 26,372673.0,262.0,30.44874180870008,50.579884,8.663799,50.819256,8.77516
463,Gotha,Eisenach Hbf,25012,71214,671938,5,ICE 50,456782.0,297.0,29.08427083252444,50.93907,10.712568,50.975952,10.331229
464,Gotha,Hauptbahnhof,24812,35298,671938,6,ICE 50,356159.0,241.0,27.89275404657388,50.93907,10.712568,50.97211,11.037261
465,Greifswald,Stralsund Hbf,37153,211910,74127,0,ICE 26,561115.0,415.0,30.79481868339835,54.092815,13.370453,54.30801,13.078087
466,Greifswald,Züssow,18583,66146,74127,3,ICE 15,490438.0,423.0,18.857476312213283,54.092815,13.370453,53.97243,13.549999
467,Gäufelden,Bondorf(b Herrenberg),39779,5139,378218,2,IC 87,358550.0,98.0,8.002143640473003,48.559734,8.85004,48.52328,8.827735
468,Gäufelden,Herrenberg,39595,245,455718,9,IC 87,414158.0,118.0,0.6751953012281733,48.559704,8.850157,48.593933,8.862895
469,Göttingen,Frankfurt(Main)Hbf,4405,663468,491565,7,ICE 12,15887.0,455.0,237.68337800025557,51.53667,9.925681,50.106262,8.662941
470,Göttingen,Fulda,3685,2771,491565,7,ICE 12,543565.0,488.0,134.3376160971682,51.53667,9.925681,50.555016,9.683904
471,Göttingen,Hanau Hbf,3670,274531,491565,7,ICE 12,586880.0,468.0,215.3095715777618,51.53667,9.925681,50.121346,8.928415
472,Göttingen,Hannover Hbf,14560,630,418089,6,ICE 25,255162.0,354.0,99.63019182596597,51.53674,9.925647,52.37726,9.74143
473,Göttingen,Hannover Messe/Laatzen,37839,105226,491565,4,ICE 24,120109.0,273.0,92.42731696129084,51.53667,9.925681,52.317005,9.792903
474,Göttingen,Hildesheim Hbf,5073,12227,418089,5,ICE 13,52563.0,259.0,79.06515660952402,51.53674,9.925647,52.160027,9.952812
475,Göttingen,Kassel-Wilhelmshöhe,14711,7165,378557,4,ICE 25,622425.0,358.0,44.59809396899432,51.536865,9.92561,51.312435,9.448181
476,Göttingen,Würzburg Hbf,14174,41372,491565,7,ICE 25,51167.0,437.0,227.4480181468392,51.53667,9.925681,49.80213,9.935987
477,Günzburg,Augsburg Hbf,6276,12442,594130,21,ICE 42,232820.0,627.0,61.01632193101428,48.46052,10.27926,48.3656,10.885713
478,Günzburg,Ulm Hbf,23006,11567,250154,3,ICE 11,320992.0,199.0,24.510260567812303,48.460575,10.279224,48.399345,9.982933
479,Gütersloh Hbf,Bielefeld Hbf,31098,76081,669982,8,IC 55,371277.0,233.0,17.779144717628576,51.906822,8.384893,52.029522,8.533106
480,Gütersloh Hbf,Hamm(Westf)Hbf,9715,23485,634354,8,ICE 10,185544.0,298.0,50.41093842584122,51.90686,8.38483,51.678474,7.807276
481,Hagen Hbf,Dortmund Hbf,33247,66517,636251,13,ICE 91,390698.0,439.0,23.49625813993004,51.363895,7.460697,51.517723,7.458775
482,Hagen Hbf,Hamm(Westf)Hbf,10093,37945,636251,2,ICE 10,447101.0,259.0,48.44779228474551,51.363895,7.460697,51.67856,7.807896
483,Hagen Hbf,Wuppertal Hbf,25764,13486,600566,8,ICE 43,485611.0,381.0,26.434514428575117,51.36264,7.46049,51.254597,7.150042
484,Halle(Saale)Hbf,Berlin Südkreuz,18399,29414,199582,3,ICE 15,177624.0,377.0,159.5957000234433,51.47751,11.987085,52.475685,13.365454
485,Halle(Saale)Hbf,Berlin-Wannsee,38465,120220,199582,4,ICE 8,118054.0,319.0,154.91872946019015,51.47751,11.987085,52.42135,13.180446
486,Halle(Saale)Hbf,Bitterfeld,22073,49178,199582,8,ICE 18,304607.0,284.0,29.652319065650776,51.47751,11.987085,51.62286,12.31685
487,Halle(Saale)Hbf,Dessau Hbf,20420,29637,199582,2,IC 56,210810.0,304.0,55.53408455490662,51.47751,11.987085,51.839867,12.234945
488,Halle(Saale)Hbf,Hauptbahnhof,43066,7048,199582,3,ICE 29,356159.0,238.0,92.30595541521926,51.47751,11.987085,50.97211,11.037261
489,Halle(Saale)Hbf,Köthen,20536,3827,199582,1,IC 56,16120.0,304.0,35.76436484400444,51.47751,11.987085,51.75193,11.989358
490,Halle(Saale)Hbf,Leipzig Hbf,20689,4360,199582,21,IC 56,233006.0,333.0,34.14525858525086,51.47751,11.987085,51.34547,12.382064
491,Halle(Saale)Hbf,Leipzig/Halle Flughafen,31221,79094,199582,2,IC 55,22365.0,149.0,17.922641497313066,51.47751,11.987085,51.42334,12.223426
492,Halle(Saale)Hbf,Naumburg(Saale)Hbf,38797,101802,199582,5,IC 17,589735.0,479.0,46.2617107256071,51.47751,11.987085,51.16307,11.796984
493,Hamburg Dammtor,Hamburg Hbf,24168,9451,141544,1,ICE 11,209783.0,424.0,0.7456041547277107,53.560757,9.989569,53.55271,10.007025
494,Hamburg Dammtor,Hamburg-Altona,35911,7405,141544,11,ICE 20,95587.0,365.0,6.037119693688126,53.560757,9.989569,53.55277,9.934896
495,Hamburg Dammtor,Itzehoe,32167,53087,141544,14,IC 26,94904.0,430.0,68.46711065064329,53.560757,9.989569,53.924175,9.510147
496,Hamburg Dammtor,Neumünster,36137,9255,141544,11,ICE 20,601267.0,390.0,74.61124404333788,53.560757,9.989569,54.075672,9.979839
497,Hamburg Hbf,Berlin-Spandau,34021,27141,500722,2,ICE 28,402735.0,115.0,275.23638001500035,53.55252,10.007353,52.534542,13.197124
498,Hamburg Hbf,Bremen Hbf,1409,80712,209783,1,ICE 39,45650.0,537.0,115.22246492594712,53.55271,10.007025,53.083565,8.81426
499,Hamburg Hbf,Büchen,43429,58224,500722,1,EC 27,91359.0,258.0,46.913141822943416,53.55252,10.007353,53.474976,10.623292
500,Hamburg Hbf,Essen Hbf,893,465556,551088,2,ICE 39,237506.0,219.0,353.37619872314417,53.552303,10.006336,51.451736,7.013938
501,Hamburg Hbf,Hamburg Dammtor,35910,7405,209783,10,ICE 20,141544.0,365.0,0.7456041547277107,53.55271,10.007025,53.560757,9.989569
502,Hamburg Hbf,Hamburg-Altona,42970,3616,500722,5,ICE 29,534367.0,336.0,6.352860375881783,53.55252,10.007353,53.552773,9.935077
503,Hamburg Hbf,Hamburg-Bergedorf,43415,414600,209783,1,EC 27,47811.0,134.0,16.648062304399577,53.55271,10.007025,53.48955,10.206101
504,Hamburg Hbf,Hamburg-Harburg,14708,7165,209783,1,ICE 25,566180.0,358.0,11.864242697588931,53.55271,10.007025,53.456177,9.991349
505,Hamburg Hbf,Hannover Hbf,42139,13123,209783,1,ICE 22,589302.0,291.0,164.55057953509976,53.55271,10.007025,52.376934,9.740981
506,Hamburg Hbf,Ludwigslust,42895,257807,209783,1,ICE 29,281299.0,357.0,114.9573254265832,53.55271,10.007025,53.334885,11.49398
507,Hamburg Hbf,Lübeck Hbf,42755,106418,500722,7,ICE 29,657884.0,375.0,62.44666656379672,53.55252,10.007353,53.867367,10.668852
508,Hamburg Hbf,Lüneburg,37886,114298,209783,2,ICE 24,618982.0,420.0,49.919302568878166,53.55271,10.007025,53.249535,10.419739
509,Hamburg Hbf,Neumünster,32039,245697,209783,0,EC 75,349464.0,118.0,75.10939281023171,53.55271,10.007025,54.07571,9.980097
510,Hamburg Hbf,Recklinghausen Hbf,1848,99424,209783,2,ICE 39,6562.0,495.0,327.7018115030378,53.55271,10.007025,51.61667,7.203509
511,Hamburg Hbf,Schleswig,32030,13179,209783,0,EC 75,665888.0,114.0,138.91189837321525,53.55271,10.007025,54.499577,9.538158
512,Hamburg Hbf,Schwerin Hbf,37344,45562,207166,5,ICE 26,517674.0,283.0,122.23453104834532,53.551598,10.006923,53.63563,11.407544
513,Hamburg Hbf,Wittenberge,22230,71196,500722,2,ICE 18,117246.0,366.0,158.93485405418156,53.55252,10.007353,53.003883,11.762578
514,Hamburg-Altona,Hamburg Dammtor,24167,9451,72190,0,ICE 11,141544.0,424.0,6.037119693688129,53.552803,9.934821,53.560757,9.989569
515,Hamburg-Altona,Hamburg Hbf,43428,58224,72190,0,EC 27,500722.0,258.0,6.59674498963091,53.552803,9.934821,53.55252,10.007353
516,Hamburg-Altona,Neumünster,22370,914930,72190,14,ICE 18,601267.0,463.0,70.99458464245248,53.552803,9.934821,54.075672,9.979839
517,Hamburg-Bergedorf,Büchen,42992,412055,47811,2,ICE 29,91359.0,137.0,31.066821991650613,53.48955,10.206101,53.474976,10.623292
518,Hamburg-Bergedorf,Hamburg Hbf,43238,123213,515323,11,EC 27,74283.0,262.0,16.58658577535064,53.48963,10.205985,53.552357,10.007322
519,Hamburg-Bergedorf,Schwerin Hbf,36877,1262240,47811,8,ICE 26,517674.0,348.0,106.45992867135824,53.48955,10.206101,53.63563,11.407544
520,Hamburg-Harburg,Bremen Hbf,6259,12442,105463,4,ICE 42,307223.0,627.0,103.47042244412742,53.45624,9.991983,53.0835,8.81418
521,Hamburg-Harburg,Hamburg Hbf,14565,630,23166,11,ICE 25,209783.0,354.0,11.849547709002218,53.45627,9.992209,53.55271,10.007025
522,Hamburg-Harburg,Hamburg-Bergedorf,42991,412055,566180,1,ICE 29,47811.0,137.0,27.11867044656009,53.456177,9.991349,53.48955,10.206101
523,Hamburg-Harburg,Hannover Hbf,14709,7165,566180,2,ICE 25,632004.0,358.0,152.95988856580408,53.456177,9.991349,52.376762,9.741021
524,Hamburg-Harburg,Lüneburg,24170,9451,566180,3,ICE 11,618982.0,424.0,38.10247798741015,53.456177,9.991349,53.249535,10.419739
525,Hamburg-Harburg,Osnabrück Hbf,6836,160621,105463,3,ICE 42,487683.0,455.0,209.15989873980868,53.45624,9.991983,52.272747,8.061333
526,Hamm(Westf)Hbf,Bielefeld Hbf,10094,37945,447101,3,ICE 10,371277.0,259.0,67.7085497354048,51.67856,7.807896,52.029522,8.533106
527,Hamm(Westf)Hbf,Dortmund Hbf,9716,23485,185544,9,ICE 10,390698.0,298.0,31.177480100294744,51.678474,7.807276,51.517723,7.458775
528,Hamm(Westf)Hbf,Düsseldorf Hbf,10396,487457,185544,5,ICE 10,63688.0,302.0,100.2343509978413,51.678474,7.807276,51.219963,6.794319
529,Hamm(Westf)Hbf,Gütersloh Hbf,31097,76081,185544,7,IC 55,669982.0,233.0,50.410938425841216,51.678474,7.807276,51.906822,8.384893
530,Hamm(Westf)Hbf,Hagen Hbf,9729,23625,185544,5,ICE 10,663278.0,267.0,48.70722489374427,51.678474,7.807276,51.36179,7.460302
531,Hamm(Westf)Hbf,Hannover Hbf,10678,616414,447101,3,ICE 10,286285.0,311.0,176.16592420900992,51.67856,7.807896,52.37734,9.741547
532,Hamm(Westf)Hbf,Münster(Westf)Hbf,169,114295,447101,12,ICE 39,103310.0,430.0,36.083595842897296,51.67856,7.807896,51.95702,7.635446
533,Hamm(Westf)Hbf,Soest,18912,200842,410163,7,IC 51,491535.0,336.0,26.842202964165462,51.6785,7.807492,51.57819,8.105337
534,Hamm(Westf)Hbf,Wuppertal Hbf,9990,32511,185544,5,ICE 10,485611.0,269.0,75.01860157113096,51.678474,7.807276,51.254597,7.150042
535,Hanau Hbf,Aschaffenburg Hbf,32834,33618,586880,1,ICE 91,588574.0,234.0,23.117841122763107,50.121346,8.928415,49.98065,9.14343
536,Hanau Hbf,Frankfurt(Main)Hbf,3687,2771,586880,9,ICE 12,15887.0,488.0,22.802113993014583,50.121346,8.928415,50.106262,8.662941
537,Hanau Hbf,Frankfurt(Main)Süd,16125,190090,586880,5,ICE 41,273266.0,287.0,18.38924499520059,50.121346,8.928415,50.099205,8.685283
538,Hanau Hbf,Fulda,5070,12227,586880,2,ICE 13,543565.0,259.0,80.97578215912861,50.121346,8.928415,50.555016,9.683904
539,Hanau Hbf,Göttingen,4232,585671,586880,10,ICE 12,170216.0,514.0,215.3095715777619,50.121346,8.928415,51.536682,9.926424
540,Hanau Hbf,Kassel-Wilhelmshöhe,42285,238002,586880,4,ICE 22,622425.0,304.0,170.71147760876752,50.121346,8.928415,51.312435,9.448181
541,Hanau Hbf,Würzburg Hbf,32907,3972,586880,8,ICE 91,51167.0,459.0,101.25504990264886,50.121346,8.928415,49.80213,9.935987
542,Hannover Hbf,Berlin Zoologischer Garten,26645,432165,614905,15,ICE 43,535633.0,389.0,253.80323998867723,52.3777,9.741798,52.50762,13.332927
543,Hannover Hbf,Berlin-Spandau,33915,145749,516311,3,ICE 28,341415.0,199.0,244.81946482899264,52.377796,9.741915,52.534485,13.1971
544,Hannover Hbf,Bielefeld Hbf,10453,50910,516311,4,ICE 10,597977.0,288.0,108.72823625572867,52.377796,9.741915,52.02962,8.532917
545,Hannover Hbf,Braunschweig Hbf,30347,43799,255162,5,IC 55,406072.0,388.0,61.6163831591916,52.37726,9.74143,52.25223,10.540921
546,Hannover Hbf,Bremen Hbf,42278,23096,255162,6,ICE 22,158195.0,231.0,121.913414342762,52.37726,9.74143,53.083073,8.813611
547,Hannover Hbf,Bünde(Westf),41878,87697,43645,3,IC 77,629384.0,224.0,94.46641282392513,52.377613,9.741834,52.20239,8.574419
548,Hannover Hbf,Celle,14561,630,255162,7,ICE 25,665982.0,354.0,41.04698345946001,52.37726,9.74143,52.620457,10.062468
549,Hannover Hbf,Frankfurt(Main)Hbf,1900,1495794,589302,3,ICE 4,416334.0,228.0,337.70598568717656,52.376934,9.740981,50.106003,8.663306
550,Hannover Hbf,Fulda,1913,218066,589302,3,ICE 4,543565.0,161.0,233.9116164271263,52.376934,9.740981,50.555016,9.683904
551,Hannover Hbf,Göttingen,3684,2771,614905,6,ICE 12,491565.0,488.0,99.63019182596592,52.3777,9.741798,51.53667,9.925681
552,Hannover Hbf,Hamburg Hbf,35909,7405,255162,9,ICE 20,209783.0,365.0,164.55057953509964,52.37726,9.74143,53.55271,10.007025
