,stop_name,next_stop_name,Unnamed: 0,trip_id,stop_id,stop_sequence,route_short_name,next_stop_id,totalTripTime,osm_distance,OriginLat,OriginLon,DestLat,DestLon
191,Braunschweig Hbf,Potsdam Hbf,20810,514260,406072,14,IC 56,166464.0,409.0,198.81671657859144,52.25223,10.540921,52.391422,13.066721
192,Braunschweig Hbf,Stendal Hbf,20608,400023,406072,8,IC 56,627546.0,254.0,108.54472562175296,52.25223,10.540921,52.594723,11.854412
193,Braunschweig Hbf,Wolfsburg Hbf,5075,12227,406072,7,ICE 13,402576.0,259.0,33.76755446079908,52.25223,10.540921,52.429382,10.787698
194,Bremen Hbf,Delmenhorst,20545,3827,158195,10,IC 56,15104.0,304.0,13.203442034300815,53.083073,8.813611,53.05279,8.629758
195,Bremen Hbf,Diepholz,41143,34419,307223,4,EC 43,98440.0,518.0,69.73943331354822,53.0835,8.81418,52.604637,8.38013
196,Bremen Hbf,Hamburg-Harburg,7086,28736,45650,15,ICE 42,23166.0,488.0,103.4704224441274,53.083565,8.81426,53.45627,9.992209
197,Bremen Hbf,Hamm(Westf)Hbf,26822,602945,75696,4,ICE 43,114703.0,271.0,207.17698050611725,53.08342,8.814067,51.678078,7.807821
198,Bremen Hbf,Hannover Hbf,15138,95967,446858,0,ICE 25,317297.0,231.0,121.91341434276195,53.083275,8.813879,52.377087,9.741169
199,Bremen Hbf,Minden(Westf),26716,492160,75696,4,ICE 43,240061.0,307.0,119.8303157109017,53.08342,8.814067,52.29061,8.934859
200,Bremen Hbf,Münster(Westf)Hbf,1410,80712,45650,2,ICE 39,649570.0,537.0,171.38789269257623,53.083565,8.81426,51.95697,7.635815
201,Bremen Hbf,Oldenburg(Oldb)Hbf,42279,23096,158195,7,ICE 22,106284.0,231.0,44.57152886127356,53.083073,8.813611,53.14432,8.222713
202,Bremen Hbf,Osnabrück Hbf,6260,12442,307223,5,ICE 42,487683.0,627.0,121.57603317547344,53.0835,8.81418,52.272747,8.061333
203,Bremen Hbf,Recklinghausen Hbf,615,204456,45650,3,ICE 39,6562.0,283.0,228.3659034568829,53.083565,8.81426,51.61667,7.203509
204,Bremen Hbf,Verden(Aller),20680,4360,244976,12,IC 56,308286.0,333.0,35.562301628425715,53.082947,8.813447,52.920876,9.237633
205,Bremen Hbf,Wunstorf,20972,648475,158195,2,IC 56,118611.0,254.0,101.21754355017912,53.083073,8.813611,52.422344,9.451112
206,Bruchsal,Karlsruhe Hbf,17871,37045,183214,6,ICE 60,592384.0,156.0,22.226401336711355,49.125088,8.590113,48.99332,8.401422
207,Bruchsal,Karlsruhe-Durlach,17804,173367,183214,1,ICE 60,301718.0,105.0,16.959571568790118,49.125088,8.590113,49.002155,8.462328
208,Bruchsal,Stuttgart Hbf,17811,200659,183214,1,ICE 60,304723.0,151.0,65.39736680901777,49.125088,8.590113,48.784748,9.183217
209,Bruchsal,Wiesloch-Walldorf,2315,1353086,183214,4,IC 34,408463.0,330.0,19.671251865289808,49.125088,8.590113,49.291042,8.664242
210,Buchloe,"Memmingen, Bahnhof ZOB",27702,11392,431224,1,ECE 88,393153.0,118.0,46.14390148239785,48.033585,10.716273,47.984997,10.186392
211,Buchloe,München Hbf,27695,11194,172039,2,ECE 88,344460.0,109.0,68.46663976324298,48.03355,10.716389,48.1405,11.55759
212,Böblingen,Herrenberg,39777,5139,449942,0,IC 87,365900.0,98.0,16.34292461348912,48.688004,9.00438,48.594112,8.862716
213,Böblingen,Horb,39573,2297,449942,1,IC 87,132445.0,141.0,41.24909233439261,48.688004,9.00438,48.441597,8.688775
214,Böblingen,Stuttgart Hbf,39597,245,502699,11,IC 87,304723.0,118.0,22.31989819079115,48.687847,9.004641,48.784748,9.183217
215,Böblingen,Stuttgart-Vaihingen,39768,453577,502699,10,IC 87,516942.0,114.0,10.29684863957971,48.687847,9.004641,48.72628,9.113226
216,Büchen,Hamburg Hbf,18405,29414,91359,9,ICE 15,500722.0,377.0,46.91314182294342,53.474976,10.623292,53.55252,10.007353
217,Büchen,Hamburg-Bergedorf,43237,123213,91359,10,EC 27,515323.0,262.0,31.066821991650627,53.474976,10.623292,53.48963,10.205985
218,Büchen,Ludwigslust,43430,58224,91359,2,EC 27,281299.0,258.0,68.44476572386662,53.474976,10.623292,53.334885,11.49398
219,Bünde(Westf),Hannover Hbf,41616,299125,194877,5,IC 77,286285.0,219.0,94.4664128239251,52.202274,8.574509,52.37734,9.741547
220,Bünde(Westf),Osnabrück Hbf,41879,87697,629384,4,IC 77,485600.0,224.0,38.83240547697589,52.20239,8.574419,52.273598,8.059918
221,Bünde(Westf),Wunstorf,41856,80464,194877,5,IC 77,140878.0,213.0,74.40887395688604,52.202274,8.574509,52.422108,9.450672
222,Bützow,Bad Kleinen,38150,205422,148800,1,ICE 24,143944.0,368.0,40.77592670954138,53.83704,11.997872,53.766945,11.466213
223,Bützow,Rostock Hbf,28417,19898,207188,9,IC 57,298692.0,235.0,30.57166361675732,53.83715,11.998132,54.078262,12.131398
224,Bützow,Schwerin Hbf,37288,38835,148800,6,ICE 26,166260.0,468.0,57.028920817057006,53.83704,11.997872,53.635628,11.407445
225,Celle,Hannover Hbf,24173,9451,665982,6,ICE 11,317297.0,424.0,41.046983459460016,52.620457,10.062468,52.377087,9.741169
226,Celle,Langenhagen Mitte,38174,236847,665982,7,ICE 24,664207.0,159.0,31.053826709870368,52.620457,10.062468,52.440178,9.725413
227,Celle,Lüneburg,38382,89352,665982,6,ICE 24,618982.0,230.0,87.05710192134062,52.620457,10.062468,53.249535,10.419739
228,Celle,Uelzen,14562,630,665982,8,ICE 25,558591.0,354.0,52.141702990718926,52.620457,10.062468,52.969612,10.553516
229,Celle,Wolfsburg Hbf,38279,699875,665982,6,ICE 24,402576.0,220.0,86.81606821745657,52.620457,10.062468,52.429382,10.787698
230,Chemnitz Hbf,Berlin Südkreuz,39272,906620,634572,0,IC 17,541803.0,142.0,208.12144529775333,50.839695,12.930877,52.475433,13.365603
231,Chemnitz Hbf,Freiberg(Sachs),39060,342722,26027,0,IC 17,62984.0,308.0,41.30677231372108,50.83933,12.931177,50.908634,13.344572
232,Coburg,Bamberg,33907,145684,372584,6,ICE 28,590855.0,274.0,44.94029245805447,50.26347,10.957452,49.900597,10.899735
233,Coburg,Hauptbahnhof,34375,76763,33094,3,ICE 28,356159.0,326.0,87.40317125441172,50.263447,10.957201,50.97211,11.037261
234,Coburg,Nürnberg Hbf,33059,541202,372584,7,ICE 91,656568.0,420.0,107.2532280622368,50.26347,10.957452,49.44541,11.082291
235,Cottbus Hbf,Lübbenau(Spreewald),21193,842357,49644,0,IC 56,36350.0,423.0,29.86640686292215,51.75054,14.323346,51.862095,13.961176
236,Crailsheim,Ansbach Bahnhof,22653,42716,78954,5,IC 61,594107.0,126.0,47.332311605435606,49.13812,10.064814,49.299145,10.578166
237,Crailsheim,Ellwangen,22440,11312,582256,2,IC 61,406498.0,175.0,21.377499327639704,49.138126,10.064572,48.96439,10.129664
238,Darmstadt Hbf,Bensheim,31887,134605,504087,1,IC 62,394155.0,100.0,22.69522347673259,49.87304,8.629164,49.681423,8.616721
239,Darmstadt Hbf,Frankfurt(Main)Hbf,37991,12810,504087,3,ICE 24,430031.0,355.0,28.08436149097609,49.87304,8.629164,50.10587,8.663474
240,Darmstadt Hbf,Frankfurt(Main)Süd,36521,589133,504087,5,ICE 16,305162.0,393.0,26.510075426929557,49.87304,8.629164,50.099003,8.686179
241,Darmstadt Hbf,Heidelberg Hbf,36034,857962,504087,6,ICE 20,468518.0,324.0,60.1831315293317,49.87304,8.629164,49.403625,8.674905
242,Darmstadt Hbf,Mannheim Hbf,36510,563718,504087,5,ICE 16,555655.0,393.0,60.55116967529509,49.87304,8.629164,49.47901,8.469757
243,Darmstadt Hbf,Stuttgart Hbf,31945,443693,504087,1,IC 62,304723.0,92.0,151.60423121634474,49.87304,8.629164,48.784748,9.183217
244,Darmstadt Hbf,Weinheim(Bergstr)Hbf,40880,283579,504087,1,ICE 62,364388.0,87.0,37.53097469725724,49.87304,8.629164,49.55361,8.665401
245,Delmenhorst,Bremen Hbf,20679,4360,15104,11,IC 56,244976.0,333.0,13.203442034300814,53.05279,8.629758,53.082947,8.813447
246,Delmenhorst,Hude,20546,3827,15104,11,IC 56,1247.0,304.0,14.39670497327006,53.05279,8.629758,53.10929,8.460912
247,Delmenhorst,Oldenburg(Oldb)Hbf,20752,4822,15104,12,IC 56,106284.0,372.0,31.37047142741068,53.05279,8.629758,53.14432,8.222713
248,Dessau Hbf,Bitterfeld,30351,43799,210810,9,IC 55,304607.0,388.0,25.88425798838483,51.839867,12.234945,51.62286,12.31685
249,Dessau Hbf,Halle(Saale)Hbf,21361,97579,210810,15,IC 56,199582.0,302.0,55.5340845549066,51.839867,12.234945,51.47751,11.987085
250,Dessau Hbf,Magdeburg Hbf,20745,4822,210810,5,IC 56,105607.0,372.0,61.173333647721336,51.839867,12.234945,52.130512,11.626963
251,Diepholz,Bremen Hbf,7421,45917,348116,6,ICE 42,45650.0,267.0,69.73943331354823,52.6046,8.380267,53.083565,8.81426
252,Diepholz,Osnabrück Hbf,41144,34419,98440,5,EC 43,487683.0,518.0,52.30812258464172,52.604637,8.38013,52.272747,8.061333
253,Dillenburg,Siegen Hbf,2419,162550,551690,4,IC 34,189237.0,226.0,32.18495233338032,50.734905,8.294586,50.876408,8.017311
254,Dillenburg,Wetzlar,2463,24344,551690,12,IC 34,101076.0,192.0,28.778720502344605,50.734905,8.294586,50.56566,8.504213
255,Doberlug-Kirchhain,Elsterwerda,39073,36159,666623,3,IC 17,251302.0,101.0,21.08500205520348,51.62053,13.564161,51.459404,13.516305
256,Doberlug-Kirchhain,Flughafen BER,38844,103059,198130,3,IC 17,514283.0,262.0,101.5569548246251,51.620533,13.564268,52.36416,13.509246
257,Donauwörth,Augsburg Hbf,22006,38055,501148,13,ICE 18,232820.0,463.0,41.55209544583551,48.71402,10.771564,48.3656,10.885713
258,Donauwörth,Nürnberg Hbf,42843,143586,29233,3,ICE 29,656568.0,411.0,96.4000930140341,48.71413,10.771654,49.44541,11.082291
259,Donauwörth,Treuchtlingen,22068,49178,29233,3,ICE 18,132199.0,284.0,34.48742926404389,48.71413,10.771654,48.961014,10.908198
260,Dortmund Hbf,Bochum Hbf,12126,5903,440431,0,ICE 47,156853.0,309.0,18.793854128703305,51.51796,7.458703,51.47853,7.222715
261,Dortmund Hbf,Düsseldorf Hbf,30870,592468,390698,6,IC 55,63688.0,252.0,69.05687089754659,51.517723,7.458775,51.219963,6.794319
262,Dortmund Hbf,Essen Hbf,32899,3972,387211,0,ICE 91,354742.0,459.0,33.730505305693335,51.517883,7.458721,51.45159,7.013956
263,Dortmund Hbf,Gelsenkirchen Hbf,8676,114188,387211,6,ICE 10,109085.0,275.0,30.55034994228528,51.517883,7.458721,51.5049,7.102455
264,Dortmund Hbf,Hagen Hbf,25763,13486,387211,7,ICE 43,600566.0,381.0,23.635490775464607,51.517883,7.458721,51.36264,7.46049
265,Dortmund Hbf,Hamm(Westf)Hbf,31096,76081,390698,6,IC 55,185544.0,233.0,31.177480100294737,51.517723,7.458775,51.678474,7.807276
266,Dortmund Hbf,Hannover Hbf,28915,1054137,390698,4,IC 55,602659.0,223.0,206.8070052785547,51.517723,7.458775,52.37746,9.74169
267,Dortmund Hbf,Köln Hbf,7659,657112,387211,8,ICE 42,266079.0,633.0,112.36502696777126,51.517883,7.458721,50.943333,6.958566
268,Dortmund Hbf,Köln Messe/Deutz Gl.11-12,15665,1270719,387211,0,ICE 41,314686.0,337.0,94.38171681955764,51.517883,7.458721,50.941566,6.973855
269,Dortmund Hbf,Münster(Westf)Hbf,7083,28736,390698,12,ICE 42,329529.0,488.0,55.934580545186186,51.517723,7.458775,51.95694,7.636075
270,Dortmund Hbf,Osnabrück Hbf,5804,1067142,390698,11,ICE 42,479312.0,496.0,105.7488304749874,51.517723,7.458775,52.272697,8.061522
271,Dortmund Hbf,Recklinghausen Hbf,30342,43799,420641,0,IC 55,6562.0,388.0,31.171339052231925,51.51821,7.45864,51.61667,7.203509
272,Dortmund Hbf,Solingen Hbf,7064,28317,387211,7,ICE 42,162870.0,363.0,67.72215575262588,51.517883,7.458721,51.161087,7.003985
273,Dortmund Hbf,Wanne-Eickel Hbf,17393,79975,549848,9,ICE 41,307389.0,269.0,25.880868964855893,51.518063,7.458685,51.531357,7.166247
274,Dortmund Hbf,Witten Hbf,2451,24344,387211,0,IC 34,127893.0,192.0,15.389561422551813,51.517883,7.458721,51.435375,7.329327
275,Dresden Hbf,Bad Schandau,43437,58224,629768,9,EC 27,194907.0,258.0,40.59575218717996,51.039875,13.731396,50.91921,14.137704
276,Dresden Hbf,Dresden-Neustadt,20740,4822,457631,0,IC 56,567939.0,372.0,4.165854367055582,51.040684,13.731863,51.065994,13.740424
277,Dresden Hbf,Freiberg(Sachs),39105,403364,629768,8,IC 17,276518.0,314.0,41.227620105824194,51.039875,13.731396,50.908737,13.344644
278,Dresden-Neustadt,Berlin Ostbahnhof,43364,270190,567939,4,EC 27,651629.0,281.0,184.98514825420503,51.065994,13.740424,52.510414,13.435172
279,Dresden-Neustadt,Berlin Ostkreuz,42672,191663,567939,1,ICE 27,572319.0,197.0,182.63270816483367,51.065994,13.740424,52.50304,13.468615
280,Dresden-Neustadt,Berlin Südkreuz,43509,92783,567939,4,EC 27,622546.0,128.0,186.1792020795816,51.065994,13.740424,52.475407,13.365754
281,Dresden-Neustadt,Dresden Hbf,39075,36159,651231,5,IC 17,629768.0,101.0,4.195208076512471,51.066097,13.740235,51.039875,13.731396
282,Dresden-Neustadt,Elsterwerda,38842,103059,354032,1,IC 17,479164.0,262.0,53.1752670988805,51.06591,13.740541,51.46012,13.51666
283,Dresden-Neustadt,Freiberg(Sachs),38938,121665,651231,6,IC 17,276518.0,167.0,43.476324934986266,51.066097,13.740235,50.908737,13.344644
284,Dresden-Neustadt,Riesa,20741,4822,567939,1,IC 56,663890.0,372.0,49.81665142035568,51.065994,13.740424,51.30983,13.288293
285,Duisburg Hbf,Bochum Hbf,32867,37809,288771,11,ICE 91,37199.0,499.0,34.88553251997297,51.429836,6.777088,51.478394,7.222859
286,Duisburg Hbf,Dortmund Hbf,11822,1402666,288771,10,ICE 47,237500.0,314.0,52.93496205241628,51.429836,6.777088,51.5176,7.458793
287,Duisburg Hbf,Düsseldorf Flughafen,9720,23485,315320,13,ICE 10,668917.0,298.0,15.670681398414487,51.43,6.775696,51.29135,6.786853
288,Duisburg Hbf,Düsseldorf Hbf,32901,3972,315320,2,ICE 91,244116.0,459.0,23.755544073639594,51.43,6.775696,51.219543,6.794776
289,Duisburg Hbf,Essen Hbf,16210,2305,288771,7,ICE 41,496243.0,229.0,19.204456746722965,51.429836,6.777088,51.45151,7.013974
290,Duisburg Hbf,Gelsenkirchen Hbf,11887,177487,288771,6,ICE 47,264480.0,349.0,25.847406695085372,51.429836,6.777088,51.504982,7.103087
291,Duisburg Hbf,Krefeld Hbf,40050,1031159,159621,11,ICE 14,100003.0,316.0,20.289918033737127,51.42997,6.775902,51.325718,6.569885
292,Duisburg Hbf,Köln Hbf,11285,86348,315320,13,ICE 10,641327.0,296.0,79.1552904502006,51.43,6.775696,50.943436,6.958808
293,Duisburg Hbf,Mülheim(Ruhr)Hbf,24444,83298,121692,18,ICE 32,382274.0,485.0,8.485959388144641,51.42987,6.776801,51.43114,6.886665
294,Duisburg Hbf,Oberhausen Hbf,12085,54149,324446,10,ICE 47,487748.0,302.0,7.824774138107799,51.429867,6.776882,51.474876,6.851588
295,Düren,Aachen Hbf,621,204456,104569,9,ICE 39,175106.0,283.0,30.866346398123,50.809517,6.482451,50.7678,6.091499
296,Düren,Köln Hbf,40168,151439,104569,1,ICE 14,125814.0,348.0,45.75642726737577,50.809517,6.482451,50.94303,6.958729
297,Düsseldorf Flughafen,Duisburg Hbf,11436,92220,427438,1,ICE 10,288771.0,252.0,15.669864446792406,51.291367,6.787158,51.429836,6.777088
298,Düsseldorf Flughafen,Düsseldorf Hbf,9721,23485,668917,14,ICE 10,535911.0,298.0,8.099557696853115,51.29135,6.786853,51.219612,6.794632
299,Düsseldorf Hbf,Dortmund Hbf,7145,312560,63688,9,ICE 42,390698.0,529.0,69.05687089754653,51.219963,6.794319,51.517723,7.458775
300,Düsseldorf Hbf,Duisburg Hbf,16209,2305,657998,6,ICE 41,288771.0,229.0,23.755544073639587,51.219505,6.794866,51.429836,6.777088
301,Düsseldorf Hbf,Düsseldorf Flughafen,11435,92220,657998,0,ICE 10,427438.0,252.0,8.100423854393032,51.219505,6.794866,51.291367,6.787158
302,Düsseldorf Hbf,Koblenz Hbf,33486,986287,535911,4,ICE 91,333033.0,434.0,123.9601303549976,51.219612,6.794632,50.35093,7.588345
303,Düsseldorf Hbf,Köln Hbf,6267,12442,244116,12,ICE 42,266079.0,627.0,56.808392097707056,51.219543,6.794776,50.943333,6.958566
304,Düsseldorf Hbf,Köln Messe/Deutz,31480,903777,244116,10,IC 55,379374.0,353.0,38.82453880678026,51.219543,6.794776,50.94096,6.975957
305,Düsseldorf Hbf,Köln Messe/Deutz Gl.11-12,32902,3972,244116,3,ICE 91,314686.0,459.0,38.82508194949343,51.219543,6.794776,50.941566,6.973855
306,Düsseldorf Hbf,Mainz Hbf,32261,1075835,535911,4,ICE 91,149884.0,482.0,205.30011156124715,51.219612,6.794632,50.001118,8.25872
307,Düsseldorf Hbf,Neuss Hbf,10952,73135,41720,10,ICE 10,118289.0,346.0,10.838726149647016,51.220093,6.793644,51.205223,6.684885
308,Eberswalde Hbf,Angermünde,18363,227524,551066,13,ICE 15,246924.0,567.0,25.602792377838657,52.83376,13.796866,53.015793,13.995908
309,Eberswalde Hbf,Berlin Gesundbrunnen,18589,66146,338801,9,ICE 15,626663.0,423.0,43.04893612107019,52.833805,13.796755,52.548794,13.3904
310,Eberswalde Hbf,Bernau(b Berlin),33738,123512,338801,9,ICE 28,481464.0,207.0,23.31743551718608,52.833805,13.796755,52.675426,13.591859
311,Eisenach Hbf,Bad Hersfeld,25013,71214,456782,6,ICE 50,294008.0,297.0,55.17765812449148,50.975952,10.331229,50.869633,9.716182
312,Eisenach Hbf,Bebra,18936,260007,456782,8,IC 51,613730.0,158.0,45.0279614122691,50.975952,10.331229,50.969566,9.797788
313,Eisenach Hbf,Frankfurt(Main)Hbf,23663,52301,456782,10,ICE 11,463665.0,657.0,200.9665469737353,50.975952,10.331229,50.1062,8.663011
314,Eisenach Hbf,Fulda,23957,75191,456782,6,ICE 11,543565.0,454.0,97.62054070790208,50.975952,10.331229,50.555016,9.683904
315,Eisenach Hbf,Gotha,24811,35298,456782,5,ICE 50,671938.0,241.0,29.08427083252444,50.975952,10.331229,50.93907,10.712568
316,Eisenach Hbf,Hauptbahnhof,23533,33983,456782,7,ICE 11,356159.0,315.0,56.8521809338377,50.975952,10.331229,50.97211,11.037261
317,Eisenach Hbf,Kassel-Wilhelmshöhe,18965,599037,456782,8,IC 51,622425.0,344.0,99.1586752421838,50.975952,10.331229,51.312435,9.448181
318,Ellwangen,Aalen Hbf,22441,11312,406498,3,IC 61,521377.0,175.0,15.502928587097164,48.96439,10.129664,48.84168,10.09613
319,Ellwangen,Crailsheim,22652,42716,406498,4,IC 61,78954.0,126.0,22.0738083502002,48.96439,10.129664,49.13812,10.064814
320,Elsterwerda,Doberlug-Kirchhain,38843,103059,479164,2,IC 17,198130.0,262.0,21.085002055203493,51.46012,13.51666,51.620533,13.564268
321,Elsterwerda,Dresden-Neustadt,39074,36159,251302,4,IC 17,651231.0,101.0,53.17526709888052,51.459404,13.516305,51.066097,13.740235
322,Elsterwerda,Riesa,29912,218147,378414,2,IC 55,663890.0,84.0,23.54402054545938,51.45942,13.516226,51.30983,13.288293
323,Emden Außenhafen,Emden Hbf,21319,96875,468797,0,IC 56,242961.0,378.0,3.119462954323038,53.344498,7.186394,53.369442,7.194968
324,Emden Hbf,Emden Außenhafen,20114,144379,242961,11,IC 56,468797.0,148.0,3.119462954323038,53.369442,7.194968,53.344498,7.186394
325,Emden Hbf,Leer(Ostfriesl),20672,4360,511270,4,IC 56,133077.0,333.0,27.10300865016721,53.369396,7.195112,53.231438,7.46537
326,Emden Hbf,Marienhafe,20442,305137,511270,5,IC 56,80517.0,86.0,19.33203817102466,53.369396,7.195112,53.51922,7.27422
327,Emden Hbf,Norden,11893,177487,205677,12,ICE 47,649232.0,349.0,28.446641442156388,53.36936,7.195267,53.588104,7.219352
328,Emden Hbf,Rheine,27923,1189202,205677,1,IC 35,230266.0,217.0,141.38930234245822,53.36936,7.195267,52.27575,7.434754
329,Engen,Tuttlingen,39587,245,642362,1,IC 87,210691.0,118.0,19.66764579931182,47.8561,8.772597,47.98054,8.798271
330,Ergenzingen,Bondorf(b Herrenberg),39660,325570,292336,2,IC 87,8955.0,149.0,5.974955577880718,48.48959,8.810191,48.52329,8.827852
331,Ergenzingen,Eutingen im Gäu,39941,79678,640560,5,IC 87,400850.0,94.0,1.2362129551125294,48.489243,8.809751,48.479736,8.782361
332,Erkelenz,Geilenkirchen,10956,73135,126864,14,ICE 10,113417.0,346.0,14.756375547972787,51.076595,6.321634,50.96104,6.124518
333,Erkelenz,Rheydt Hbf,40219,368508,126864,3,ICE 14,35108.0,316.0,17.539290424444445,51.076595,6.321634,51.162872,6.439879
334,Erlangen,Bamberg,34253,5768,551567,2,ICE 28,378280.0,286.0,38.66424136323211,49.596188,11.001685,49.900574,10.900122
335,Erlangen,Fürth(Bay)Hbf,38804,101802,173118,12,IC 17,243376.0,479.0,15.82734231237167,49.596157,11.001488,49.469738,10.990079
336,Erlangen,Hauptbahnhof,34026,272555,551567,2,ICE 28,356159.0,374.0,166.97821214537285,49.596188,11.001685,50.97211,11.037261
337,Erlangen,Nürnberg Hbf,22239,71196,173118,11,ICE 18,656568.0,366.0,23.61875652291643,49.596157,11.001488,49.44541,11.082291
338,Essen Hbf,Bochum Hbf,15735,13061,308596,13,ICE 41,37199.0,348.0,15.68107577325001,51.451363,7.014001,51.478394,7.222859
339,Essen Hbf,Dortmund Hbf,16066,15787,496243,12,ICE 41,440431.0,322.0,33.73050530569333,51.45151,7.013974,51.51796,7.458703
340,Essen Hbf,Duisburg Hbf,32900,3972,354742,1,ICE 91,315320.0,459.0,19.20445674672297,51.45159,7.013956,51.43,6.775696
341,Essen Hbf,Düsseldorf Hbf,40125,1272604,237506,7,ICE 14,535911.0,353.0,36.09272670582013,51.451736,7.013938,51.219612,6.794632
342,Essen Hbf,Gelsenkirchen Hbf,7009,236415,496243,11,ICE 42,73800.0,346.0,10.301254199939638,51.45151,7.013974,51.50487,7.103141
343,Essen Hbf,Hamburg Hbf,771,390365,308596,3,ICE 39,470546.0,230.0,353.3761987231439,51.451363,7.014001,53.55232,10.006654
344,Essen Hbf,Mülheim(Ruhr)Hbf,40245,464505,237506,9,ICE 14,150960.0,342.0,14.879725238961097,51.451736,7.013938,51.431454,6.88679
345,Essen Hbf,Münster(Westf)Hbf,1185,64738,496243,14,ICE 39,329529.0,612.0,82.7909506896868,51.45151,7.013974,51.95694,7.636075
346,Essen Hbf,Recklinghausen Hbf,7841,72026,496243,11,ICE 42,6562.0,357.0,25.734231312135112,51.45151,7.013974,51.61667,7.203509
347,Essen Hbf,Wanne-Eickel Hbf,40172,151439,496243,5,ICE 14,207777.0,348.0,15.465770478910237,51.45151,7.013974,51.531303,7.166328
348,Esslingen(Neckar),Ulm Hbf,12489,425916,143801,5,EC 62,520479.0,307.0,76.63947260529048,48.738544,9.300522,48.399345,9.982816
349,Eutingen im Gäu,Ergenzingen,39659,325570,400850,1,IC 87,292336.0,149.0,1.2362129551125294,48.479736,8.782361,48.48959,8.810191
350,Eutingen im Gäu,Horb,39942,79678,400850,6,IC 87,132445.0,94.0,9.65537993109728,48.479736,8.782361,48.441597,8.688775
351,Finnentrop,Lennestadt-Grevenbrück,2457,24344,586194,6,IC 34,186833.0,192.0,5.378917563027877,51.1729,7.96467,51.14155,8.018138
352,Finnentrop,Plettenberg,2361,142446,586194,5,IC 34,5690.0,99.0,12.930215955804709,51.1729,7.96467,51.23197,7.868424
353,Flensburg,Flensburg(Gr),41314,40138,583469,0,IC 76,626778.0,9.0,4.759294880067378,54.773857,9.436511,54.814842,9.36324
354,Flensburg,Schleswig,43348,261425,583469,0,EC 27,210357.0,366.0,37.513502160616255,54.773857,9.436511,54.49946,9.53814
355,Flensburg(Gr),Flensburg,41292,110733,626778,1,IC 76,583469.0,9.0,4.759294880067379,54.814842,9.36324,54.773857,9.436511
356,Flensburg(Gr),Schleswig,32033,131839,626778,1,EC 75,210357.0,115.0,35.986997543932,54.814842,9.36324,54.49946,9.53814
357,Flughafen BER,Berlin Ostkreuz,39055,290320,514283,4,IC 17,283561.0,265.0,26.084396820545816,52.36416,13.509246,52.503067,13.469961
358,Flughafen BER,Berlin Südkreuz,38845,103059,514283,4,IC 17,541803.0,262.0,28.702933366905263,52.36416,13.509246,52.475433,13.365603
359,Flughafen BER,Doberlug-Kirchhain,39072,36159,131752,2,IC 17,666623.0,101.0,101.55695482462514,52.364323,13.509145,51.62053,13.564161
360,Forbach(fr),Saarbrücken Hbf,18770,50533,457472,1,ICE 82,670210.0,1.0,4.919588328662313,49.21409,6.944314,49.241283,6.991011
361,Frankfurt(M) Flughafen Fernbf,Aschaffenburg Hbf,3384,1500027,298350,8,ICE 12,238166.0,559.0,52.26438075746902,50.053165,8.570185,49.980556,9.143697
362,Frankfurt(M) Flughafen Fernbf,Düsseldorf Hbf,16629,42576,298350,5,ICE 41,657998.0,398.0,202.51314450685612,50.053165,8.570185,51.219505,6.794866
363,Frankfurt(M) Flughafen Fernbf,Frankfurt(Main)Hbf,32905,3972,298350,6,ICE 91,69369.0,459.0,11.229302197935173,50.053165,8.570185,50.106148,8.663123
364,Frankfurt(M) Flughafen Fernbf,Frankfurt(Main)Süd,5068,12227,298350,0,ICE 13,305162.0,259.0,10.760196964094153,50.053165,8.570185,50.099003,8.686179
365,Frankfurt(M) Flughafen Fernbf,Fulda,4042,474201,298350,8,ICE 12,543565.0,588.0,109.69490772669458,50.053165,8.570185,50.555016,9.683904
366,Frankfurt(M) Flughafen Fernbf,Göttingen,4609,797586,298350,8,ICE 12,170216.0,509.0,244.02869714532787,50.053165,8.570185,51.536682,9.926424
367,Frankfurt(M) Flughafen Fernbf,Koblenz Hbf,8110,903472,298350,6,ICE 42,333033.0,325.0,117.45642549514412,50.053165,8.570185,50.35093,7.588345
368,Frankfurt(M) Flughafen Fernbf,Köln Hbf,40481,2109,298350,1,ICE 79,125814.0,102.0,185.3199109034002,50.053165,8.570185,50.94303,6.958729
369,Frankfurt(M) Flughafen Fernbf,Köln Messe/Deutz Gl.11-12,16207,2305,298350,4,ICE 41,427014.0,229.0,167.3348230129545,50.053165,8.570185,50.9416,6.973954
370,Frankfurt(M) Flughafen Fernbf,Limburg Süd,15727,13061,298350,5,ICE 41,537594.0,348.0,58.6429566129872,50.053165,8.570185,50.3819,8.095546
371,Frankfurt(M) Flughafen Fernbf,Mainz Hbf,32862,37809,298350,6,ICE 91,149884.0,499.0,25.730218197274816,50.053165,8.570185,50.001118,8.25872
372,Frankfurt(M) Flughafen Fernbf,Mannheim Hbf,12133,5903,298350,7,ICE 47,555655.0,309.0,71.73727741617144,50.053165,8.570185,49.47901,8.469757
373,Frankfurt(M) Flughafen Fernbf,Montabaur,24439,83298,298350,13,ICE 32,646191.0,485.0,80.63111459976527,50.053165,8.570185,50.444836,7.825333
374,Frankfurt(M) Flughafen Fernbf,Nürnberg Hbf,37806,376200,298350,2,ICE 2,594408.0,246.0,232.78535000183203,50.053165,8.570185,49.445267,11.082363
